FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
lunde-lun-swe-cmems,Lunde,Lun,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_124",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  62.88060000,  17.87640000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
marstrand-mar-swe-cmems,Marstrand,Mar,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_127",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  57.88800000,  11.57320000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
oxelosundvinterklasen-oxe-swe-cmems,OxelosundVinterklasen,Oxe,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_137",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  58.66170100,  17.12480000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
simpevarp-sim-swe-cmems,Simpevarp,Sim,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_158",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  57.40919900,  16.67590000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
skagsudde2-ska-swe-cmems,Skagsudde2,Ska,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_163",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  63.18809900,  19.01610000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
skerriesharbour-ske-irl-cmems,SkerriesHarbour,Ske,IRL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_687",instacco@ifremer.fr,Marine Institute (Ireland),"http://www.marine.ie/ http://www.puertos.es",kieran.lyons@marine.ie cmems-service@puertos.es,  53.58499900,  -6.10809990,Unspecified,2013/07/07 13:00:00,2014/12/31 20:00:00,2,0,Ordnance Datum Malin Head,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
stromoren-str-swe-cmems,Stromoren,Str,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_175",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  65.54969800,  22.23830000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
varberg2-var-swe-cmems,Varberg2,Var,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_191",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  57.10960000,  12.24150000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vastervik-vas-swe-cmems,Vastervik,Vas,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_192",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  57.74819900,  16.67470000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
vinga2-vin-swe-cmems,Vinga2,Vin,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_195",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  57.63169900,  11.60760000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ystad2-yst-swe-cmems,Ystad2,Yst,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_204",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  55.42269900,  13.82550000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
brofjorden-bro-swe-cmems,Brofjorden,Bro,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_044",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  58.33599900,  11.40460000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
e4bronsodertalje-e4b-swe-cmems,E4BronSodertalje,E4B,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_051",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  59.18479900,  17.64279900,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
helsingborg-hel-swe-cmems,Helsingborg,Hel,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_079",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  56.04119900,  12.68450000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nynasfiskehamn-nyn-swe-cmems,NynasFiskehamn,Nyn,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_132",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  58.90060000,  17.95360000,Unspecified,2019/07/01 01:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bonan-bon-swe-cmems,Bonan,Bon,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_043",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  60.73149900,  17.32580000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
holmsund-hol-swe-cmems,Holmsund,Hol,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_086",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  63.65549900,  20.34100000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
kalmar-kal-swe-cmems,Kalmar,Kal,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_094",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  56.67129900,  16.38880000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
halmstad-hal-swe-cmems,Halmstad,Hal,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_073",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  56.64880000,  12.83580000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tanguddengbghamn-tan-swe-cmems,TanguddenGBGHamn,Tan,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_178",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  57.68190000,  11.87210000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,River,No obvious issues
juten-jut-swe-cmems,Juten,Jut,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_090",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  58.63420100,  16.32480000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
kalixkarlsborg-kal-swe-cmems,KalixKarlsborg,Kal,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_091",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  65.78880300,  23.30330100,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
karlshamn-kar-swe-cmems,Karlshamn,Kar,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_097",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  56.15420200,  14.82120000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
burgassouth-bur-bgr-cmems,BurgasSouth,Bur,BGR,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_207",instacco@ifremer.fr,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),"http://marine.copernicus.eu http://www.marineinsitu.eu",cmems-service@io-bas.bg,  42.45399900,  27.53500000,Unspecified,2015/05/18 21:00:00,2016/08/25 17:00:00,2,0,geodetic datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
havregpmrouen_60minute-hav-fra-cmems,HavreGPMRouen_60minute,Hav,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_322",instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),"http://refmar.shom.fr/en",cmems-service@ifremer.fr,  49.48378000,   0.11458000,Unspecified,2019/06/30 00:00:00,2020/09/10 06:00:00,2,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bolvanheist-bol-bel-cmems,BolVanHeist,Bol,BEL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_766",instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),"http://www.afdelingkust.be/",cmems-service@bsh.de,  51.38970200,   3.19860010,Unspecified,2020/02/28 00:00:00,2021/05/06 23:25:00,2,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
kilrushlough-kil-irl-cmems,KilrushLough,Kil,IRL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_642",instacco@ifremer.fr,Marine Institute (Ireland),"http://www.marine.ie/ http://www.puertos.es",kieran.lyons@marine.ie cmems-service@puertos.es,  52.63190800,  -9.50208000,Unspecified,2020/02/02 18:00:00,2021/01/31 23:00:00,2,0,Ordnance Datum Malin Head,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
malmohamn-mal-swe-cmems,MalmoHamn,Mal,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_126",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  55.62570200,  12.98450000,Unspecified,2019/07/01 00:00:00,2020/12/17 07:00:00,2,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
palermo-pal-ita-cmems,Palermo,Pal,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_737",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  38.12139900,  13.37130000,Unspecified,2019/03/22 09:01:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,Possible datum and quality control issues
bari-bar-ita-cmems,Bari,Bar,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_718",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  41.14020200,  16.86599900,Unspecified,2019/03/25 11:17:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
taranto-tar-ita-cmems,Taranto,Tar,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_748",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  40.47560100,  17.22380100,Unspecified,2019/03/25 16:33:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
gaeta-gae-ita-cmems,Gaeta,Gae,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_724",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  41.20999900,  13.58970000,Unspecified,2019/04/01 09:19:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
ponza-pon-ita-cmems,Ponza,Pon,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_740",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  40.89519900,  12.96560000,Unspecified,2019/04/02 08:05:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
a2-a2-bel-cmems,A2,A2,BEL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_757",instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),"http://www.afdelingkust.be/",cmems-service@bsh.de,  51.36060000,   3.11833000,Unspecified,2020/02/28 00:00:00,2021/01/12 08:55:00,2,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
blankenberge-bla-bel-cmems,Blankenberge,Bla,BEL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_764",instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),"http://www.afdelingkust.be/",cmems-service@bsh.de,  51.31530000,   3.10940000,Unspecified,2020/02/28 00:00:00,2021/01/12 03:55:00,2,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
anzio-anz-ita-cmems,Anzio,Anz,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_717",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  41.44689900,  12.63480000,Unspecified,2019/04/03 10:13:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
ciboure_60minute-cib-fra-cmems,Ciboure_60minute,Cib,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_276",instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),"http://refmar.shom.fr/en",cmems-service@ifremer.fr,  43.38916000,  -1.66271000,Unspecified,2018/01/01 01:00:00,2019/11/05 06:00:00,2,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
isoletremiti-iso-ita-cmems,IsoleTremiti,Iso,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_729",instacco@ifremer.fr,Istituto Superiore per la Protezione e la Ricerca Ambientale (ISPRA),"http://www.isprambiente.gov.it",contacts@emodnet-physics.eu cmems-service@hcmr.gr,  42.11890000,  15.50160000,Unspecified,2019/05/16 08:46:00,2020/02/29 22:59:00,2,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
samsun-sam-tur-cmems,Samsun,Sam,TUR,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_213",instacco@ifremer.fr,General Command of Mapping (Turkey),"http://marine.copernicus.eu http://www.marineinsitu.eu",cmems-service@io-bas.bg,  41.29489900,  36.33746000,Unspecified,2019/11/26 22:00:00,2020/06/30 23:00:00,2,0,PSMSL 989 (1961-1983),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
trabzon-tra-tur-cmems,Trabzon,Tra,TUR,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_215",instacco@ifremer.fr,General Command of Mapping (Turkey),"http://marine.copernicus.eu http://www.marineinsitu.eu",cmems-service@io-bas.bg,  44.41600000,  39.74448400,Unspecified,2019/11/26 22:00:00,2020/06/30 23:00:00,2,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
hel-hel-pol-cmems,Hel,Hel,POL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_078",instacco@ifremer.fr,MIG,"www.im.gda.pl",cmems-service@smhi.se,  54.60200100,  18.80069900,Unspecified,2006/02/09 21:40:00,2007/08/08 12:11:00,1,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
loudden-lou-swe-cmems,Loudden,Lou,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_122",instacco@ifremer.fr,Swedish Meteorological and Hydrological Institute (SMHI),"www.smhi.se",cmems-service@smhi.se,  59.34249900,  18.14130000,Unspecified,2019/07/01 00:00:00,2019/12/31 23:00:00,1,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sa_rapita-sar-esp-cmems,Sa_Rapita,Sar,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_752",instacco@ifremer.fr,Sistema de Observacion y prediccion Costero de las Islas Baleares (SOCIB) - Spain,"http://www.socib.es/",data.centre@socib.es cmems-service@hcmr.gr,  39.36029800,   2.95325990,Unspecified,2020/01/01 00:00:00,2020/02/29 23:50:00,1,0,Ortometric height,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sant_antoni-san-esp-cmems,Sant_Antoni,San,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_753",instacco@ifremer.fr,Sistema de Observacion y prediccion Costero de las Islas Baleares (SOCIB) - Spain,"http://www.socib.es/",data.centre@socib.es cmems-service@hcmr.gr,  38.97710000,   1.29878000,Unspecified,2020/01/01 00:00:00,2020/02/29 23:50:00,1,0,Ortometric height,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
darlowo-dar-pol-cmems,Darlowo,Dar,POL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_045",instacco@ifremer.fr,Institute of Meteorlogy and Water Management (IMWM),"www.imgw.pl",cmems-service@smhi.se,  54.43920100,  16.38019900,Unspecified,2020/11/01 11:00:00,2020/12/17 06:00:00,1,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
wladyslawowo-wla-pol-cmems,Wladyslawowo,Wla,POL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_201",instacco@ifremer.fr,Institute of Meteorlogy and Water Management (IMWM),"www.imgw.pl",cmems-service@smhi.se,  54.79679900,  18.41869900,Unspecified,2020/11/01 11:00:00,2020/12/17 06:00:00,1,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
pomorie-pom-bgr-cmems,Pomorie,Pom,BGR,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_212",instacco@ifremer.fr,Institute of Oceanology  Bulgarian Academy of Sciences (IO-BAS),"http://marine.copernicus.eu http://www.marineinsitu.eu",cmems-service@io-bas.bg,  42.55099900,  27.63900000,Unspecified,2015/05/18 21:00:00,2015/06/25 10:00:00,1,0,geodetic datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
balisearouen_60minute-bal-fra-cmems,BaliseARouen_60minute,Bal,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_236",instacco@ifremer.fr,Service Hydrographique et Oceanographique de la Marine (SHOM),"http://refmar.shom.fr/en",cmems-service@ifremer.fr,  49.43183100,   0.11067000,Unspecified,2019/06/30 00:00:00,2019/08/01 00:00:00,1,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
alicante_i_outer_harbour-alio-esp-da_mm,Alicante_I_Outer_Harbour,ALIO,ESP,DA_MM,Marta Marcos,"https://www.uib.eu/personal/ABTEzMzky/",marta.marcos@uib.es,Marta Marcos,"https://www.uib.eu/personal/ABTEzMzky/",marta.marcos@uib.es,  38.33827100,  -0.47787700,Unspecified,1870/06/30 23:00:00,2018/12/31 22:00:00,129,0,tide gauge zero with respect to NP1,tide pole  floating gauge  digitial recoder  radar guage,Unspecified,-99.9999,Coastal,No obvious issues
tenerife-ten-esp-da_mm,Tenerife,TEN,ESP,DA_MM,Marta Marcos,"https://www.uib.eu/personal/ABTEzMzky/",marta.marcos@uib.es,Marta Marcos,"https://www.uib.eu/personal/ABTEzMzky/",marta.marcos@uib.es,  28.48000000, -16.24000000,Unspecified,1927/01/01 11:00:00,2012/12/31 22:35:00,80,0,NGR333, floating gauge  acoustic  radar guage,Unspecified,-99.9999,Coastal,No obvious issues
alicante_i-ali-esp-da_mm,Alicante_I,ALI,ESP,DA_MM,Marta Marcos,"https://www.uib.eu/personal/ABTEzMzky/",marta.marcos@uib.es,Marta Marcos,"https://www.uib.eu/personal/ABTEzMzky/",marta.marcos@uib.es,  38.33827100,  -0.47787700,Unspecified,1957/03/01 00:00:00,2018/12/31 22:00:00,62,0,tide gauge zero with respect to NP1,tide pole  floating gauge  digitial recoder  radar guage,Unspecified,-99.9999,Coastal,No obvious issues
